"","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm","Tair","dorsal_absorptance","ventral_absorptance"
"1",6.94089944676549e-310,0,-20.9283803417214,-12.7731542719337,-7.43208638947396,-5.59461402376726,-6.20133602978409,-6.43160471091922,-6.37311404377926,-6.34534818243,-6.19633597320072,6.29166666666667,-10.3217417725831,0.783780432,0.589220517
"2",6.94089944676549e-310,60,-21.0309287470056,-13.4729708471003,-8.25895107040948,-5.79617670219415,-6.18129995081836,-6.41834543014384,-6.37359099580981,-6.3452607105626,-6.19323951443551,6.29166666666667,-10.5921643142978,0.783780432,0.589220517
"3",6.94089944676549e-310,120,-21.0780029835429,-14.0523126009846,-8.99818319334067,-6.0228129222449,-6.17843358543016,-6.4055158660373,-6.37389353253797,-6.3451712647939,-6.19014533111187,6.29166666666667,-10.813117588931,0.783780432,0.589220517
"4",6.94089944676549e-310,180,-20.9636212638497,-14.5465662427012,-9.65631049574512,-6.2661660815312,-6.19179960739405,-6.39389988674355,-6.37403537104313,-6.34507939799491,-6.18705342042708,6.29166666666667,-10.993651168941,0.783780432,0.589220517
"5",6.94089944676549e-310,240,-21.0480136373509,-14.9500837000046,-10.2425016866493,-6.51956557843567,-6.22011292323352,-6.38416892634231,-6.37403913033349,-6.3449847143384,-6.18396377936566,6.29166666666667,-11.1411591593309,0.783780432,0.589220517
"6",6.94089944676549e-310,300,-21.5893580177722,-15.2589849239646,-10.7654675737308,-6.77781305009049,-6.26189803048497,-6.37687706687027,-6.37393470889258,-6.34488689123189,-6.18087640473128,6.29166666666667,-11.2616830376458,0.783780432,0.589220517
"7",6.94089944676549e-310,360,-20.8563801916021,-15.6005093868059,-11.2275204824402,-7.03699378301987,-6.31560206616307,-6.37246346952888,-6.37375768296182,-6.34478569655445,-6.17779129318864,6.29166666666667,-11.3601590944727,0.783780432,0.589220517
"8",6.94089944676549e-310,420,-20.6992305695004,-15.8455537193406,-11.6405384145145,-7.2939769982074,-6.37967875138576,-6.37125923974096,-6.37354779643326,-6.34468100162345,-6.17470844131289,6.29166666666667,-11.4406206088528,0.783780432,0.589220517
"9",6.94089944676549e-310,480,-14.8891972187282,-15.4348811423609,-11.9761159379212,-7.54595367302319,-6.45262895971673,-6.3734970798372,-6.37334757239146,-6.34457279028625,-6.17162784564486,6.29166666666667,-10.9803311614482,0.783780432,0.589220517
"10",6.94089944676549e-310,540,-0.817017220971627,-12.8955367183583,-12.0115357065121,-7.78248776531018,-6.53278978033611,-6.37931803379724,-6.3732010830319,-6.3444611642459,-6.16854950274948,6.29166666666667,-7.76793599081668,0.783780432,0.589220517
"11",6.94089944676549e-310,600,13.9853838697658,-7.74754919087678,-11.3712855033066,-7.97264793418027,-6.61733233779028,-6.38874900987668,-6.37315267196323,-6.34434634517588,-6.16547340927632,6.29166666666667,-3.02048049181883,0.783780432,0.589220517
"12",6.94089944676549e-310,660,22.2201085629908,-1.63857432506963,-9.86804862419284,-8.06798176343402,-6.70095142618342,-6.40162043026563,-6.37324505591435,-6.34422867265118,-6.16239956202004,6.29166666666667,1.89164828880746,0.783780432,0.589220517
"13",6.94089944676549e-310,720,26.931166587819,3.38369405490868,-7.74561193874745,-8.02699919960647,-6.7757644896196,-6.41745018728781,-6.37351614725174,-6.34410859529072,-6.15932795797823,6.29166666666667,5.55052918164859,0.783780432,0.589220517
"14",6.94089944676549e-310,780,27.8141710318489,7.48241479563688,-5.3179597731551,-7.8342256275469,-6.83297201576518,-6.43537749342186,-6.37399470138666,-6.34398665155272,-6.15625859440223,6.29166666666667,6.89999999999952,0.783780432,0.589220517
"15",6.94089944676549e-310,840,23.5820986138606,9.51061511945365,-2.92655562650922,-7.49661184029873,-6.86461747824513,-6.45419217007075,-6.37469582941487,-6.34386343833428,-6.15319146883502,6.29166666666667,5.5505263227775,0.783780432,0.589220517
"16",6.94089944676549e-310,900,12.2178032373669,8.8491911655706,-1.0285541048125,-7.04949689478567,-6.86517703155331,-6.47243890026243,-6.3756174508589,-6.3437395685538,-6.1501265791303,6.29166666666667,1.89164339629883,0.783780432,0.589220517
"17",6.94089944676549e-310,960,-3.81516228430157,5.48709257408025,-0.016762060688203,-6.55674297753654,-6.8332928514306,-6.48859611609547,-6.37673859778131,-6.3436156215832,-6.14706392344797,6.29166666666667,-3.02048600570743,0.783780432,0.589220517
"18",6.94089944676549e-310,1020,-14.2927102690224,0.664983579560902,-0.0384838743516746,-6.09593597584448,-6.77280399181304,-6.50131269290011,-6.37802040336999,-6.34349209277507,-6.14400350022394,6.29166666666667,-5.71938591706646,0.783780432,0.589220517
"19",6.94089944676549e-310,1080,-17.7005964211325,-3.43738031380542,-0.841908462454042,-5.72968072348412,-6.6920872934257,-6.50964002824291,-6.37941009904571,-6.34336934995015,-6.14094530811579,6.29166666666667,-6.83173224803619,0.783780432,0.589220517
"20",6.94089944676549e-310,1140,-18.6867074667578,-6.23287520795628,-1.99470626786551,-5.4841254399443,-6.60151463028122,-6.51316651431959,-6.38084732813591,-6.34324760435259,-6.13788934592981,6.29166666666667,-7.7405934797797,0.783780432,0.589220517
"21",6.94089944676549e-310,1200,-19.395437065544,-8.23324929375164,-3.22881731843595,-5.35523243656864,-6.5106839076948,-6.51200441065623,-6.38227109413473,-6.34312690016966,-6.13483561253793,6.29166666666667,-8.48319379729622,0.783780432,0.589220517
"22",6.94089944676549e-310,1260,-19.9395124518459,-9.75565883928802,-4.42654168679825,-5.32657662682532,-6.42706271271448,-6.50667505386864,-6.38362568307957,-6.34300712184085,-6.13178410679412,6.29166666666667,-9.08994784545564,0.783780432,0.589220517
"23",6.94089944676549e-310,1320,-20.3598808132801,-10.9682739979137,-5.54099327221942,-5.37914711223214,-6.35581421082781,-6.49796845340525,-6.38486481285114,-6.34288801506772,-6.12873482745827,6.29166666666667,-9.5857064201208,0.783780432,0.589220517
"24",6.94089944676549e-310,1380,-20.6839862562309,-11.9642891736011,-6.55752123197345,-5.49515975572468,-6.30010234341889,-6.48681821062584,-6.38595401273855,-6.34276921655658,-6.12568777313305,6.29166666666667,-9.9907742809774,0.783780432,0.589220517
"25",2.12199579788219e-314,0,-19.5221730676585,-11.4358517088929,-6.12223930953523,-4.27721015825019,-4.88761496130436,-5.12596328860364,-5.07235874909195,-5.04568788038917,-4.91122695563887,6.29166666666667,-9.02174177258308,0.783780432,0.589220517
"26",2.12199579788219e-314,60,-19.6238469101383,-12.1307372628291,-6.94698965917364,-4.48046558545536,-4.86784568351161,-5.11236615377825,-5.07278115441487,-5.04561295542417,-4.90843552147306,6.29166666666667,-9.29216431429779,0.783780432,0.589220517
"27",2.12199579788219e-314,120,-19.6668321543591,-12.7047927629942,-7.68359407698182,-4.70852515078843,-4.86537943773641,-5.09924102814792,-5.07302535958214,-5.0455361773258,-4.90564615439889,6.29166666666667,-9.51311758893104,0.783780432,0.589220517
"28",2.12199579788219e-314,180,-19.5330075726185,-13.1945925173402,-8.33860894764299,-4.95300902690158,-4.87923798827918,-5.08737803159887,-5.07310580063565,-5.0454570866221,-4.90285885180855,6.29166666666667,-9.69365116894102,0.783780432,0.589220517
"29",2.12199579788219e-314,240,-19.6067830304482,-13.5929693979569,-8.92137172997425,-5.20723590798981,-4.9080988151853,-5.0774519002743,-5.07304590764101,-5.04537527754842,-4.90007361087454,6.29166666666667,-9.84115915933091,0.783780432,0.589220517
"30",2.12199579788219e-314,300,-20.219837084976,-13.8911106616843,-9.44089920649175,-5.46600659029819,-4.95045352801386,-5.07001746169917,-5.07287643718771,-5.0452904202748,-4.89729042858305,6.29166666666667,-9.9616830376458,0.783780432,0.589220517
"31",2.12199579788219e-314,360,-19.5252055105534,-14.2243314029569,-9.89921063633627,-5.72542271981236,-5.00472118817795,-5.06551250672079,-5.07263383212192,-5.04520227829366,-4.8945093017775,6.29166666666667,-10.0601590944727,0.783780432,0.589220517
"32",2.12199579788219e-314,420,-19.2863191624226,-14.4691340628249,-10.3080241897086,-5.98237302811824,-5.06933241994243,-5.06426509122312,-5.07235867959675,-5.04511072142024,-4.89173022720964,6.29166666666667,-10.1406206088528,0.783780432,0.589220517
"33",2.12199579788219e-314,480,-13.4596378709649,-14.0534810978353,-10.6391676730839,-6.23405210994803,-5.1427697025024,-5.06650360117561,-5.07209429718196,-5.04501573482019,-4.88895320159657,6.29166666666667,-9.68033116144824,0.783780432,0.589220517
"34",2.12199579788219e-314,540,0.573249763025727,-11.5056413845194,-10.6685266214996,-6.46994003397522,-5.22335133702544,-5.07236376966778,-5.07188548353047,-5.04491742419118,-4.88617822168085,6.29166666666667,-6.46793599081673,0.783780432,0.589220517
"35",2.12199579788219e-314,600,15.3558123172058,-6.35542249525842,-10.0191711689231,-6.65882572616598,-5.3082137217592,-5.08186580880509,-5.07177722139628,-5.04481601766772,-4.88340528429263,6.29166666666667,-1.72048049181888,0.783780432,0.589220517
"36",2.12199579788219e-314,660,22.7419561816323,-0.213544394356278,-8.50675727152449,-6.75187313307206,-5.39198482872182,-5.09483048701482,-5.07181274446856,-5.04471186345322,-4.88063438641168,6.29166666666667,3.19164828880753,0.783780432,0.589220517
"37",2.12199579788219e-314,720,27.9863918444283,4.71516032989354,-6.38071359722504,-6.7077939987897,-5.4667010476943,-5.11076139456994,-5.07203029725283,-5.04460542049405,-4.87786552522646,6.29166666666667,6.85052918164865,0.783780432,0.589220517
"38",2.12199579788219e-314,780,29.5562761036386,8.74207765601751,-3.95319378754347,-6.51161263839844,-5.52351363097747,-5.12877946787995,-5.07245870708641,-5.04449723856754,-4.87509869818589,6.29166666666667,8.19999999999959,0.783780432,0.589220517
"39",2.12199579788219e-314,840,24.788574519997,10.7980072617972,-1.56974407654747,-6.17052771254131,-5.55445801091944,-5.14765442607125,-5.07311283925326,-5.04438792591274,-4.87233390303771,6.29166666666667,6.85052632277745,0.783780432,0.589220517
"40",2.12199579788219e-314,900,12.9601191839691,10.1735379061939,0.320695175405435,-5.72036439048514,-5.55403543864042,-5.16591152950161,-5.07399003273505,-5.04427810569696,-4.86957113784743,6.29166666666667,3.19164339629879,0.783780432,0.589220517
"41",2.12199579788219e-314,960,-2.32501799112749,6.7625100203994,1.32605953103091,-5.22551397172721,-5.52096631370656,-5.18201330161208,-5.07506842863206,-5.04416836533296,-4.86681040099286,6.29166666666667,-1.72048600570736,0.783780432,0.589220517
"42",2.12199579788219e-314,1020,-13.3208336237966,1.98860431306202,1.29343355189765,-4.76356747442927,-5.45919588762953,-5.19459942824388,-5.07630803287566,-5.04405920495361,-4.86405169113243,6.29166666666667,-4.41938591706651,0.783780432,0.589220517
"43",2.12199579788219e-314,1080,-16.329311448093,-2.13291267791629,0.482108124223516,-4.3974361524443,-5.37723248889742,-5.20272051824235,-5.07765483719824,-5.04395099323105,-4.86129500714868,6.29166666666667,-5.53173224803618,0.783780432,0.589220517
