"","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm","Tair","dorsal_absorptance","ventral_absorptance"
"1",6.94089944676549e-310,0,-18.5838277830931,-10.8909268623422,-5.75923011684653,-3.94136530026506,-4.56777711672833,-4.83894005751773,-4.82060300026355,-4.8020799978642,-4.67421179072381,5.99166666666667,-8.09167490170796,0.701601443,0.616786199
"2",6.94089944676549e-310,60,-18.6227651894344,-11.5323566889882,-6.55173561170169,-4.14295541899156,-4.54910380369302,-4.82460521245429,-4.8206264021456,-4.80198949664519,-4.67155223498077,5.99166666666667,-8.31338741856342,0.701601443,0.616786199
"3",6.94089944676549e-310,120,-18.6132468706588,-12.056572809471,-7.25544299756066,-4.3674162133455,-4.5473562382797,-4.81083234586371,-4.82047015704837,-4.80189625260236,-4.66889464160287,5.99166666666667,-8.49441846633425,0.701601443,0.616786199
"4",6.94089944676549e-310,180,-18.4519071444116,-12.4992301711789,-7.87757439390236,-4.60659485237602,-4.56148603429482,-4.79838533453599,-4.82014970931531,-4.80179980669122,-4.66623900760294,5.99166666666667,-8.64223258491359,0.701601443,0.616786199
"5",6.94089944676549e-310,240,-18.4652174164368,-12.8568974573094,-8.42779092289999,-4.85404010004752,-4.59012500714582,-4.78791166694166,-4.8196891483561,-4.80169975589187,-4.66358532977513,5.99166666666667,-8.7629246646448,0.701601443,0.616786199
"6",6.94089944676549e-310,300,-18.9748467455125,-13.1211375753477,-8.91545746055413,-5.10477132416743,-4.63173980362026,-4.77993911816582,-4.81911954089244,-4.80159577448611,-4.66093360472921,5.99166666666667,-8.86147125985411,0.701601443,0.616786199
"7",6.94089944676549e-310,360,-18.4208614889535,-13.4077681506221,-9.34368470597528,-5.35508287684646,-4.68474162794587,-4.77487953553573,-4.81847730427052,-4.80148763051802,-4.65828382893461,5.99166666666667,-8.94193578949819,0.701601443,0.616786199
"8",6.94089944676549e-310,420,-18.0963087050925,-13.621494433873,-9.72294003262845,-5.60207224596402,-4.74756612919295,-4.77303682034816,-4.81780268779653,-4.80137519791923,-4.65563599877161,5.99166666666667,-9.00763608606445,0.701601443,0.616786199
"9",6.94089944676549e-310,480,-11.9006335722167,-13.1408601477319,-10.0233250078035,-5.8430392392631,-4.81871048957058,-4.77461743166087,-4.81713838915342,-4.80125846472893,-4.65299011058789,5.99166666666667,-8.5877626244278,0.701601443,0.616786199
"10",6.94089944676549e-310,540,1.81145769327893,-10.5091897803664,-10.0123243653282,-6.06704756719261,-4.89649662769405,-4.77973733484073,-4.81652833794676,-4.80113753756591,-4.65034616075789,5.99166666666667,-5.92024426812327,0.701601443,0.616786199
"11",6.94089944676549e-310,600,16.0009776676482,-5.43089206837267,-9.32764659610305,-6.24266838345893,-4.97802499994027,-4.78839744714981,-4.81601642076035,-4.80101264289625,-4.64770414574388,5.99166666666667,-2.0160582338633,0.701601443,0.616786199
"12",6.94089944676549e-310,660,22.7613006531437,0.491547827258566,-7.81230848846209,-6.32232054372445,-5.05792268089016,-4.80039912858344,-4.81564454829614,-4.800884124058,-4.64506406215646,5.99166666666667,2.00722425375295,0.701601443,0.616786199
"13",6.94089944676549e-310,720,28.0598840179982,5.21469426399806,-5.72429518980338,-6.26734305570254,-5.12836202796953,-4.81523060844031,-4.81544943633933,-4.80075243133844,-4.64242590681197,5.99166666666667,4.99794067220773,0.701601443,0.616786199
"14",6.94089944676549e-310,780,28.8497570602053,9.03856740431281,-3.35829976292074,-6.06459863632137,-5.18077466445138,-4.8320086483803,-4.81545827353449,-4.80061810161004,-4.6397896767822,5.99166666666667,6.09999999999968,0.701601443,0.616786199
"15",6.94089944676549e-310,840,23.9616155256079,10.842888123924,-1.07045388322477,-5.72289895992625,-5.20754470546685,-4.84951407449426,-4.81568434556471,-4.80048172587143,-4.63715536943064,5.99166666666667,4.99793832692228,0.701601443,0.616786199
"16",6.94089944676549e-310,900,12.4925976871425,10.1292885632653,0.717646651982305,-5.27936625955968,-5.20360197515428,-4.86630112916587,-4.8161236742978,-4.80034390612781,-4.63452298242918,5.99166666666667,2.00722023451874,0.701601443,0.616786199
"17",6.94089944676549e-310,960,-2.26220106331032,6.77832569739784,1.64779070202424,-4.7966281330543,-5.16803484354397,-4.88087938744012,-4.81675357312273,-4.80020520570753,-4.63189251375103,5.99166666666667,-2.01606277654241,0.701601443,0.616786199
"18",6.94089944676549e-310,1020,-13.1666400188755,2.10128177018331,1.57818101329763,-4.34905175883511,-5.10492666775802,-4.89194492580916,-4.81753388212398,-4.80006609930282,-4.62926396163783,5.99166666666667,-4.30605418942275,0.701601443,0.616786199
"19",6.94089944676549e-310,1080,-16.0532377371029,-1.96343524769905,0.752004773613163,-3.99706566912233,-5.02270306876252,-4.89860211171595,-4.81841112063469,-4.79992693064132,-4.62663732454286,5.99166666666667,-5.22238067826919,0.701601443,0.616786199
"20",6.94089944676549e-310,1140,-16.8554908262869,-4.68979125861767,-0.409298637529486,-3.76532274256442,-4.93166594666828,-4.90049102235621,-4.8193248512149,-4.7997878849615,-4.62401260105634,5.99166666666667,-5.97057273674528,0.701601443,0.616786199
"21",6.94089944676549e-310,1200,-17.4220547876377,-6.61530218258125,-1.63877834936096,-3.64878594279991,-4.8412595505811,-4.89776956218306,-4.82021460927139,-4.79964898017806,-4.62138978982129,5.99166666666667,-6.58148092632672,0.701601443,0.616786199
"22",6.94089944676549e-310,1260,-17.8484593030773,-8.06361731205285,-2.8212179976315,-3.63053085409904,-4.7587555652061,-4.89099526772822,-4.82102575552705,-4.79951007581629,-4.61876888944978,5.99166666666667,-7.0802951169743,0.701601443,0.616786199
"23",6.94089944676549e-310,1320,-18.1695368327968,-9.20540159374568,-3.91256703557745,-3.69113816995893,-4.68910272476119,-4.88098332341053,-4.82171350750708,-4.79937089547551,-4.61614989844732,5.99166666666667,-7.48758315310602,0.701601443,0.616786199
"24",6.94089944676549e-310,1380,-18.4096139042915,-10.1348521072226,-4.90059761244193,-3.8126503549172,-4.63524862329117,-4.86868092049114,-4.82224518347136,-4.79923105771299,-4.61353281515124,5.99166666666667,-7.82013893737644,0.701601443,0.616786199
"25",2.12199579788219e-314,0,-18.4641560236395,-10.7621945654936,-5.62594323657837,-3.8076541099344,-4.43641470537564,-4.70906178221165,-4.69134044293795,-4.67292253432498,-4.54651089668369,5.99166666666667,-7.9838286348359,0.701601443,0.616786199
"26",2.12199579788219e-314,60,-18.5042807309784,-11.4051111162712,-6.41967697279421,-4.00958138934615,-4.41767992806541,-4.69466008425068,-4.69135630732547,-4.67283329909533,-4.54388190569879,5.99166666666667,-8.20698084335925,0.701601443,0.616786199
"27",2.12199579788219e-314,120,-18.4956706277351,-11.9305766832209,-7.12451667719336,-4.23442099508762,-4.41590904638203,-4.68082331813179,-4.69119175515842,-4.67274132655241,-4.54125485593182,5.99166666666667,-8.38918741741429,0.701601443,0.616786199
"28",2.12199579788219e-314,180,-18.3336511859533,-12.3743878726709,-7.74767693619058,-4.47400569134946,-4.43005032605693,-4.66831730933883,-4.690862303223,-4.67264615536487,-4.53862974441174,5.99166666666667,-8.5379613679325,0.701601443,0.616786199
"29",2.12199579788219e-314,240,-18.3470917663105,-12.7329805935391,-8.29882915979236,-4.7218725074406,-4.4587317485785,-4.6577911152822,-4.69039213868614,-4.67254738049661,-4.5360065679476,5.99166666666667,-8.65943716246716,0.701601443,0.616786199
"30",2.12199579788219e-314,300,-18.8641938360991,-12.9974966587009,-8.78736262202219,-4.97303147883511,-4.50041596763841,-4.64977371033367,-4.68981244524918,-4.67244467455505,-4.53338532316304,5.99166666666667,-8.75862367063235,0.701601443,0.616786199
"31",2.12199579788219e-314,360,-18.3144338893355,-13.2844996649702,-9.21636069770105,-5.22377048241904,-4.55351024405844,-4.64467779891693,-4.68915977076295,-4.67233780430304,-4.5307660065405,5.99166666666667,-8.83961069722216,0.701601443,0.616786199
"32",2.12199579788219e-314,420,-17.9831693369855,-13.4992259908675,-9.59627658089469,-5.47118197193403,-4.616446487993,-4.64280783343864,-4.68847450343009,-4.67222664281867,-4.52814861447267,5.99166666666667,-8.90573761909081,0.701601443,0.616786199
"33",2.12199579788219e-314,480,-11.783846665895,-13.018877192911,-9.89722481720045,-5.71256017981694,-4.68771842756455,-4.64437055842815,-4.68779948370537,-4.67211117773458,-4.52553314331931,5.99166666666667,-8.48313770640465,0.701601443,0.616786199
"34",2.12199579788219e-314,540,1.9380968271978,-10.3853838228058,-9.88644372400301,-5.93695242957155,-4.76564431584847,-4.6494819891728,-4.6871787840188,-4.67199151571565,-4.52291958946685,5.99166666666667,-5.79829780233183,0.701601443,0.616786199
"35",2.12199579788219e-314,600,16.1442410744886,-5.30149561723104,-9.20102668090645,-6.11287705329451,-4.84731857896798,-4.65814280744272,-4.6866564299955,-4.67186788372078,-4.52030794938969,5.99166666666667,-1.8687599107065,0.701601443,0.616786199
"36",2.12199579788219e-314,660,22.9064128078753,0.628393267353699,-7.68355338122553,-6.19265674409068,-4.92735656446941,-4.67015363282824,-4.68627446185122,-4.67174062600696,-4.51769821971102,5.99166666666667,2.18064778786817,0.701601443,0.616786199
"37",2.12199579788219e-314,720,28.217219344771,5.35621103908489,-5.59260859602253,-6.13755410529359,-4.99791284164892,-4.68500111934397,-4.68606970539027,-4.67161019416129,-4.51509039726045,5.99166666666667,5.19078444280649,0.701601443,0.616786199
"38",2.12199579788219e-314,780,29.0183657349532,9.1867547997327,-3.2231122404292,-5.93440808484153,-5.05039998187242,-4.70179946779333,-4.68606942608539,-4.67147712665374,-4.51248447912389,5.99166666666667,6.29999999999967,0.701601443,0.616786199
"39",2.12199579788219e-314,840,24.1337451442536,10.9960329718791,-0.931489631852094,-5.59202556193721,-5.07718478639532,-4.71932607544289,-4.68628693976235,-4.67134201625079,-4.50988046267991,5.99166666666667,5.19078208229189,0.701601443,0.616786199
"40",2.12199579788219e-314,900,12.6570622714803,10.2833619910487,0.859753981820599,-5.14762143114417,-5.07318568262173,-4.7361311678131,-4.68671824151646,-4.67120546673078,-4.50727834561663,5.99166666666667,2.1806437425351,0.701601443,0.616786199
"41",2.12199579788219e-314,960,-2.10789587006149,6.92947371121509,1.79149286712725,-4.66390593656408,-5.03748953614846,-4.75072027106373,-4.68734055731856,-4.67106804301268,-4.50467812592442,5.99166666666667,-1.86876448288359,0.701601443,0.616786199
"42",2.12199579788219e-314,1020,-13.0232585530603,2.24801803873827,1.72184492595316,-4.21543837874594,-4.97418989810333,-4.76178597680707,-4.68811358431945,-4.67093022101139,-4.50207980186297,5.99166666666667,-4.17362596987357,0.701601443,0.616786199
"43",2.12199579788219e-314,1080,-15.915852581384,-1.82067268935026,0.89456600262226,-3.86277898570395,-4.8917356392791,-4.76843047278748,-4.68898365842128,-4.67079234515552,-4.49948337190421,5.99166666666667,-5.09590263072545,0.701601443,0.616786199
"44",2.12199579788219e-314,1140,-16.7227243257853,-4.55003629881912,-0.268236543182573,-3.63062367329121,-4.80045634969883,-4.77029335635957,-4.68989014181519,-4.6706546007712,-4.49688883465722,5.99166666666667,-5.84895307919169,0.701601443,0.616786199
"45",2.12199579788219e-314,1200,-17.2930710003304,-6.4781578829025,-1.4993107229382,-3.51387445261404,-4.70981806345481,-4.76753358430071,-4.69077237745354,-4.67051700523366,-4.49429618878384,5.99166666666667,-6.46382820506909,0.701601443,0.616786199
"46",2.12199579788219e-314,1260,-17.7225617854511,-7.92884052367501,-2.68331458480617,-3.49557990248408,-4.62710710403918,-4.76071074560429,-4.69157556038015,-4.67037941695771,-4.49170543291446,5.99166666666667,-6.96588144890273,0.701601443,0.616786199
"47",2.12199579788219e-314,1320,-18.0461519413337,-9.07277681752453,-3.77615375420192,-3.55629064430122,-4.55728203270802,-4.75064265390142,-4.69225478050999,-4.67024155796488,-4.48911656557218,5.99166666666667,-7.3758142125418,0.701601443,0.616786199
"48",2.12199579788219e-314,1380,-18.2882679021053,-10.0041659889496,-4.76559275607554,-3.67801446436974,-4.50329551430764,-4.73827936942508,-4.69277727210935,-4.67010304489761,-4.48652958511091,5.99166666666667,-7.71052944995677,0.701601443,0.616786199
"49",6.94089944676549e-310,0,-16.8403676841175,-9.2287331233227,-4.13627099612158,-2.31245244142169,-2.94575728371477,-3.22921162750562,-3.21912185094816,-3.20248892224599,-3.09279860241285,5.99166666666667,-6.49167490170794,0.701601443,0.616786199
"50",6.94089944676549e-310,60,-16.8705519926008,-9.8636165723176,-4.92533775822307,-2.51604522295338,-2.92741549986903,-3.21438993123702,-3.21904933555362,-3.20241272171357,-3.09051963328735,5.99166666666667,-6.7133874185634,0.701601443,0.616786199
"51",6.94089944676549e-310,120,-16.8529175394586,-10.3805938521948,-5.62502058459413,-2.74211753921399,-2.92615038796923,-3.20018785666316,-3.21879212037933,-3.20233385358728,-3.08824236034385,5.99166666666667,-6.89441846633423,0.701601443,0.616786199
"52",6.94089944676549e-310,180,-16.6736528406275,-10.8164924403776,-6.24259023923256,-2.98249837610783,-2.94086058497487,-3.18737577491059,-3.21836662259682,-3.20225184276204,-3.08596678080667,5.99166666666667,-7.04223258491356,0.701601443,0.616786199
"53",6.94089944676549e-310,240,-16.6657370026282,-11.1675923785139,-6.78784900254879,-3.23073365530929,-2.97013039592689,-3.17660397730376,-3.21779799973116,-3.20216627338859,-3.08369289167251,5.99166666666667,-7.16292466464478,0.701601443,0.616786199
"54",6.94089944676549e-310,300,-17.2252476182029,-11.4204543245126,-7.27049576444395,-3.48185043213485,-3.01238547375041,-3.16839990489002,-3.21711842577746,-3.2020768104594,-3.08142068974663,5.99166666666667,-7.26147125985409,0.701601443,0.616786199
"55",6.94089944676549e-310,360,-16.7839774697398,-11.691664313362,-7.69367978406165,-3.73216405274395,-3.06600276940338,-3.16317252677512,-3.21636541738256,-3.20198321639915,-3.07915017168912,5.99166666666667,-7.34193578949817,0.701601443,0.616786199
"56",6.94089944676549e-310,420,-16.3521445901726,-11.9049747525406,-8.06713244625608,-3.97881023773067,-3.12939006566549,-3.16122089948264,-3.2155802769939,-3.20188536317664,-3.07688133406822,5.99166666666667,-7.40763608606443,0.701601443,0.616786199
"57",6.94089944676549e-310,480,-10.1936907018913,-11.4118881940011,-8.36114089164672,-4.21904846140926,-3.20102247921439,-3.16274519959905,-3.21480667946324,-3.2017832403936,-3.07461417341916,5.99166666666667,-6.98776262442783,0.701601443,0.616786199
"58",6.94089944676549e-310,540,3.60198260918251,-8.77641563434976,-8.34042924286975,-4.44188150184976,-3.27919558216723,-3.16785385234004,-3.21408943329385,-3.20167695953001,-3.07234868630562,5.99166666666667,-4.32024426812325,0.701601443,0.616786199
"59",6.94089944676549e-310,600,17.5858568093776,-3.68725426515712,-7.64423697180604,-4.61545439350948,-3.36096555748393,-3.1765385022024,-3.21347318042811,-3.20156675490754,-3.0700848693828,5.99166666666667,-0.416058233863282,0.701601443,0.616786199
"60",6.94089944676549e-310,660,24.8710783882448,2.16065275160851,-6.11507083804152,-4.69191252365398,-3.44087704564941,-3.18858756046763,-3.21300042146666,-3.20145298029089,-3.06782271945975,5.99166666666667,3.60722425375292,0.701601443,0.616786199
