species,spp_concat,code,abbrev,common_name,type,activity_pattern,mass,insulation_conductivity,density_of_fibers,shortwave_absorptance_dorsal,shortwave_absorptance_ventral,longwave_absorptance,insulation_length_dorsal,insulation_length_ventral,insulation_depth_dorsal,insulation_depth_ventral,length,width,height,emissivity,physiology_known,version,water_threshold,physiology_known_master,body_temperature_min,body_temperature_max,lower_critical_temperature,upper_critical_temperature,water_heat_ratio_slope,water_heat_ratio_intercept,body_temperature_slope1,body_temperature_slope2,body_temperature_intercept,water_loss_slope,water_loss_intercept,,notes
Eremophila_sierra,Eremophila_alpestris,HOSI,Easierr,sierra,bird,diurnal,29.501795,0.075,5192.0998,0.739013344,0.603090674,0.96,0.020666667,0.017555556,0.005783333,0.0052,0.085333333,0.033666667,0.031333333,0.97,1,no_physiology,-2.596623119,0,39,40,26,35,,,,,,,,1: UCT and LCT from Trost 1972,
