"","u","s","m","l","u.r","s.r","m.r","l.r","x","y","z","h.theta","h.phi","r.vec","r.max","r.achieved"
"MVZ59558","0.14646112439978712","0.21125819337749158","0.2943148541764461","0.3479658280462752","-0.10353887560021288","-0.03874180662250844","0.044314854176446115","0.09796582804627522","0.08371598722033387","0.010396480316516597","-0.10353887560021288","0.12355492828000825","-0.8871214716706313","0.13355430386102568","0.3224738125820228","0.4141555024008515"
"MVZ59559","0.14938793863889138","0.21061834952082625","0.29406658166737765","0.34592713017290466","-0.10061206136110862","-0.03938165047917371","0.04406658166737765","0.0959271301729047","0.08285936757894127","0.011167932652271836","-0.10061206136110862","0.1339744028921524","-0.8774368329393775","0.1308173704316031","0.32505389677407576","0.40244824544443447"
"MVZ59560","0.13644285478905405","0.21545796128627331","0.30187303979810826","0.3462261441265644","-0.11355714521094595","-0.034542038713726686","0.0518730397981083","0.09622614412656438","0.08007883063742204","0.014871153587580345","-0.11355714521094595","0.1836147303170061","-0.948591995956451","0.1397461826088362","0.3076560756023784","0.4542285808437838"
"MVZ59563","0.1276507569228328","0.2074499054471475","0.3039893219464596","0.3609100156835601","-0.12234924307716721","-0.042550094552852566","0.05398932194645964","0.11091001568356014","0.09397474148761714","0.01400733376355485","-0.12234924307716721","0.1479648718277074","-0.9105052126107429","0.15490898850093834","0.3165303368555278","0.4893969723086688"
"MVZ73374","0.12084709448725067","0.2034374442239908","0.3090300682115998","0.3666853930771588","-0.12915290551274933","-0.04656255577600919","0.059030068211599784","0.11668539307715875","0.09996854406155693","0.01694839464048473","-0.12915290551274933","0.16794039584671772","-0.9052208459917229","0.16419936322977083","0.31783908108354925","0.5166116220509973"
"MVZ82371","0.12105447933869029","0.20362795848525753","0.309477773263907","0.3658397889121452","-0.1289455206613097","-0.04637204151474248","0.05947777326390702","0.1158397889121452","0.0993340536971864","0.017496579175555794","-0.1289455206613097","0.17435039497871785","-0.9069939982636713","0.1637080688462797","0.31739774287367034","0.5157820826452388"
"MVZ120124","0.11429965643828924","0.1965182745161768","0.3138534951064589","0.37532857393907504","-0.13570034356171073","-0.053481725483823274","0.0638534951064589","0.12532857393907518","0.10949849858509458","0.019749542517443684","-0.13570034356171076","0.1784450971646079","-0.8840182818882811","0.17548375669789104","0.32329276421118364","0.5428013742468429"
"MVZ120125","0.12448212320448766","0.20113627637711537","0.3079736886568573","0.3664079117615397","-0.12551787679551232","-0.04886372362288458","0.05797368865685731","0.11640791176153963","0.10120779391178712","0.01711311164836995","-0.12551787679551235","0.16750448744663513","-0.8853151629897877","0.16214380510532544","0.32294962527425936","0.5020715071820493"
"MVZ120127","0.11712967837226461","0.19175065260567198","0.3078896149094269","0.3832300541126365","-0.13287032162773535","-0.05824934739432802","0.0578896149094269","0.13323005411263647","0.11725670748639284","0.014424456173395798","-0.13287032162773538","0.12240108537081416","-0.844012558947042","0.17779685811595647","0.3345307965274827","0.5314812865109414"
"MVZ120131","0.12476398670844971","0.19773099113785605","0.30667751995468134","0.370827502199013","-0.1252360132915503","-0.05226900886214392","0.056677519954681344","0.12082750219901288","0.10599953208896461","0.01583797092757464","-0.1252360132915503","0.14831824058457546","-0.8629481901049859","0.1648356792425217","0.32905007695107463","0.5009440531662012"
"MVZ120132","0.1294961947152965","0.20421504423070483","0.30991082116245317","0.3563779398915454","-0.1205038052847035","-0.045784955769295185","0.05991082116245318","0.10637793989154552","0.09318036303835407","0.02094049292783914","-0.1205038052847035","0.22105815213083477","-0.9006193089492317","0.15376037001813594","0.31899484347166496","0.482015221138814"
"MVZ120133","0.13521219889355202","0.2039259450479063","0.30503652836943995","0.35582532768910174","-0.11478780110644798","-0.04607405495209372","0.05503652836943996","0.10582532768910173","0.09301899492867634","0.01779143735456416","-0.11478780110644798","0.1889842393755686","-0.880969166567317","0.14881299655452127","0.3241045544912045","0.45915120442579194"
"MVZ174004","0.12399200205436733","0.1869443305401252","0.3075882364910114","0.38147543091449604","-0.12600799794563267","-0.06305566945987484","0.05758823649101142","0.13147543091449607","0.1191254837548366","0.016530993893504434","-0.12600799794563267","0.13788897528681585","-0.8087052151390368","0.17419004043055242","0.3455932227923111","0.5040319917825307"
"MVZ174005","0.1395620334624889","0.2069088918136516","0.30161903242389093","0.35191004229996864","-0.11043796653751108","-0.04309110818634842","0.05161903242389092","0.10191004229996857","0.08879470770199838","0.015704534278268744","-0.11043796653751109","0.17505312576730309","-0.8860740246043707","0.14257516251339525","0.3227494288953802","0.4417518661500443"
"MVZ174006","0.12947497851236878","0.2043009120255656","0.30525185482950945","0.3609722546325561","-0.12052502148763122","-0.04569908797443438","0.055251854829509464","0.11097225463255618","0.09594121167597311","0.015991411836342045","-0.12052502148763122","0.16516094730552644","-0.8917960761630418","0.15487647385890263","0.32125377773692554","0.4821000859505249"
"MVZ176999","0.12163975571719267","0.19470330743725062","0.3099334560732602","0.37372348077229656","-0.12836024428280732","-0.05529669256274939","0.05993345607326023","0.1237234807722965","0.10962701958386536","0.018186830230455128","-0.12836024428280735","0.16440004379622342","-0.8572405995311808","0.16977984724052078","0.33067062194595176","0.5134409771312293"
"MVZ177000","0.10946585862697217","0.1775839549951122","0.3087157247966745","0.40423446158124116","-0.14053414137302783","-0.0724160450048878","0.058715724796674466","0.15423446158124118","0.1387945227698335","0.012591108572468975","-0.14053414137302783","0.09046998100387801","-0.789577049155469","0.19791993446200337","0.3520851455175101","0.5621365654921114"
"MVZ177001","0.11000279081505335","0.18719067037162468","0.3094366042657138","0.39336993454760827","-0.13999720918494662","-0.06280932962837531","0.05943660426571382","0.14336993454760816","0.12625849819341367","0.013545550909547567","-0.13999720918494665","0.10687547925296172","-0.8341054546232077","0.1890076953329496","0.337520469931755","0.5599888367397866"
"MVZ177002","0.11872958965486334","0.20434377628925665","0.31189512864536373","0.3650315054105163","-0.13127041034513665","-0.045656223710743314","0.06189512864536372","0.11503150541051627","0.09840073606841179","0.019238599119232203","-0.13127041034513665","0.19307720270795597","-0.9185241813916448","0.1651809589119046","0.3145814781823455","0.5250816413805467"
"MVZ177003","0.11858724459058627","0.19661621711225832","0.3104102356268483","0.37438630267030715","-0.13141275540941372","-0.05338378288774169","0.06041023562684827","0.12438630267030715","0.10886150028703215","0.017613305655029547","-0.13141275540941372","0.16040549551836905","-0.872625429401057","0.1715528113005887","0.32636255659909014","0.5256510216376549"
"MVZ177004","0.11330051993657131","0.1887316223525226","0.3106594113340883","0.3873084463768177","-0.1366994800634287","-0.06126837764747736","0.06065941133408831","0.13730844637681777","0.12160297340049278","0.016008456976914078","-0.1366994800634287","0.13089259518827215","-0.8395084870403138","0.1836581108588303","0.3358793149279221","0.5467979202537148"
"MVZ177005","0.11711734897683226","0.1910258427596842","0.3097612578891117","0.3820955503743719","-0.13288265102316774","-0.05897415724031578","0.05976125788911168","0.13209555037437185","0.11700582223968956","0.01640527423817969","-0.13288265102316774","0.13930095907893325","-0.8440178110761087","0.1778125260035431","0.33452923431769505","0.5315306040926709"
"MVZ177006","0.11303395498629148","0.19997320844220004","0.3136456995553224","0.373347137016186","-0.13696604501370852","-0.05002679155779995","0.06364569955532239","0.12334713701618609","0.10616941492700056","0.01908164901264755","-0.13696604501370852","0.17782975765260256","-0.903679864385977","0.1743437738540746","0.31822444357764923","0.5478641800548341"
"MVZ177009","0.11666486950753821","0.197087345421731","0.3106836070898765","0.3755641779808543","-0.13333513049246176","-0.05291265457826899","0.06068360708987652","0.12556417798085426","0.10929429266950078","0.017223597649361145","-0.1333351304924618","0.15630373580090284","-0.8781397952081517","0.1732632440812401","0.32486420390730353","0.5333405219698472"
"MVZ177010","0.11858163016332401","0.19003388050157716","0.3091545818166393","0.38222990751845953","-0.13141836983667596","-0.05996611949842284","0.05915458181663931","0.13222990751845953","0.11769554919538298","0.016279498669202534","-0.13141836983667599","0.13744660980345064","-0.8357175181232164","0.17716673589546297","0.3370281036731055","0.5256734793467038"
"MVZ58402","0.13344093331268025","0.20120199206839257","0.3090731355984484","0.35628393902047883","-0.11655906668731975","-0.04879800793160744","0.059073135598448415","0.1062839390204788","0.09496790958749503","0.021446668919733552","-0.11655906668731975","0.22210496795503404","-0.8749103091940351","0.15187125957925796","0.32573883760296907","0.466236266749279"
"MVZ132294","0.13374537154023622","0.21042822828549068","0.3047567523217014","0.35106964785257166","-0.11625462845976378","-0.03957177171450933","0.054756752321701414","0.1010696478525717","0.08612492866000757","0.016976088259530158","-0.11625462845976378","0.19461521552099778","-0.9240490891217403","0.14567370918461736","0.31326432141804067","0.4650185138390551"
"MVZ132295","0.1306077168925774","0.21453265289741086","0.3070789975526364","0.34778063265737535","-0.11939228310742257","-0.03546734710258909","0.057078997552636394","0.09778063265737533","0.08159738991715336","0.018329872845898005","-0.11939228310742259","0.22096983981592513","-0.9597542500937627","0.14576911725547936","0.3052314468354801","0.4775691324296903"
"MVZ162686","0.12919398908187826","0.20899713449304463","0.3039455773647714","0.35786329906030573","-0.12080601091812174","-0.04100286550695537","0.05394557736477139","0.10786329906030574","0.09116153578874464","0.014506550590330064","-0.12080601091812174","0.15780702807093763","-0.9183286622283","0.15203604142222898","0.31462846978134623","0.48322404367248695"
"MVZ162687","0.12620984094697787","0.20854471602688177","0.30879721886628925","0.3564482241598511","-0.12379015905302213","-0.04145528397311824","0.058797218866289226","0.10644822415985114","0.09057203152333922","0.018597437807617464","-0.12379015905302213","0.2025182610469954","-0.9292677312593272","0.15450942063720732","0.3120389815700686","0.4951606362120885"
"MVZ162689","0.12800714739960106","0.2097992171515245","0.30169902507712915","0.3604946103717453","-0.12199285260039892","-0.04020078284847552","0.05169902507712913","0.11049461037174534","0.09228170499440212","0.01170411015414055","-0.12199285260039894","0.12615666240944975","-0.9193357836502097","0.15341171844665838","0.3143866939261914","0.48797141040159564"
"MVZ162691","0.1264354401483751","0.21289956567177798","0.3073501161899042","0.35331487798994266","-0.1235645598516249","-0.03710043432822207","0.057350116189904245","0.10331487798994272","0.08598646681326023","0.017142314996869037","-0.1235645598516249","0.19678069207589943","-0.9536717269130732","0.15151149094971503","0.3065431769668595","0.4942582394064996"
"MVZ165396","0.12832826548809345","0.21229832099429635","0.3101165507454153","0.349256862772195","-0.12167173451190655","-0.037701679005703634","0.06011655074541527","0.09925686277219492","0.08386963581787597","0.020745776764393285","-0.12167173451190655","0.2424899870870822","-0.9533334767288534","0.14922638521694834","0.3066167869957203","0.4866869380476262"
"MVZ165398","0.1305492367338967","0.2048046517618072","0.3027015217844476","0.36194458971984844","-0.11945076326610328","-0.04519534823819283","0.0527015217844476","0.11194458971984853","0.09622816655245181","0.0136661827872649","-0.1194507632661033","0.1410751179833697","-0.8877741876497819","0.15399710852764734","0.3223024791071957","0.4778030530644131"
"MVZ165400","0.13303738112660152","0.2168364184996754","0.3068988335471125","0.34322736682661065","-0.11696261887339848","-0.033163581500324606","0.056898833547112504","0.09322736682661062","0.07739833287686661","0.01899779608879292","-0.11696261887339848","0.24069632011190925","-0.9726778109111471","0.14153329079080115","0.302518215123069","0.46785047549359393"
"MVZ165401","0.1255326465667185","0.2079476393057208","0.30945830293697485","0.3570614111905858","-0.1244673534332815","-0.04205236069427917","0.059458302936974856","0.10706141119058583","0.09131316368492189","0.01905919898236037","-0.1244673534332815","0.20576925339061225","-0.9276526998910244","0.15554249901131187","0.31241625759859926","0.49786941373312593"
"MVZ165402","0.13587443120738638","0.21214357406622372","0.30074553170365353","0.3512364630227364","-0.11412556879261362","-0.03785642593377626","0.05074553170365354","0.10123646302273638","0.08517665119826429","0.013474282573841045","-0.11412556879261362","0.1568920996281182","-0.9237066225029286","0.1430428734766891","0.3133453681545792","0.45650227517045455"
"MVZ180084","0.13398133669657888","0.20677942457155893","0.30270551569702336","0.3565337230348388","-0.11601866330342112","-0.043220575428441065","0.0527055156970234","0.1065337230348388","0.09170540450587365","0.014883849549924924","-0.11601866330342112","0.16089770671117473","-0.8955801772927889","0.14863290492930328","0.32027800678194945","0.4640746532136845"
"MVZ180088","0.13531958141367192","0.20279195530701732","0.3026350054434977","0.35925345783581303","-0.11468041858632808","-0.047208044692982676","0.05263500544349773","0.10925345783581306","0.09581271139618235","0.01528220308947993","-0.11468041858632808","0.15816847437891843","-0.8686077900936976","0.150217242031305","0.327469248636867","0.45872167434531225"
"MVZ180089","0.1326488288317682","0.20448988614410746","0.3067014619066495","0.3561598231174749","-0.11735117116823178","-0.04551011385589256","0.0567014619066495","0.10615982311747488","0.09287848872620863","0.018651077869453855","-0.1173511711682318","0.19817582193351876","-0.8916454910168397","0.15081635769475582","0.32129282603952275","0.4694046846729272"
"MVZ180090","0.12578410510906732","0.21197360583223482","0.3095178783143155","0.3527244107443824","-0.12421589489093268","-0.038026394167765196","0.05951787831431549","0.10272441074438242","0.08619191323019543","0.01921129223256538","-0.12421589489093268","0.21930495114057771","-0.9527822549229037","0.15240639159524053","0.30673689492206374","0.49686357956373073"
"MVZ165717","0.12248995939705383","0.20450797913519386","0.3098129835388001","0.36318907792895216","-0.12751004060294618","-0.04549202086480612","0.059812983538800095","0.11318907792895222","0.0971719309672188","0.018359642205069693","-0.12751004060294618","0.18673845780343343","-0.9111390933399107","0.1613637849220236","0.31637466382842483","0.5100401624117847"
"MVZ165718","0.12972181826392476","0.2102670529494497","0.30756627861035407","0.35244485017627153","-0.12027818173607521","-0.039732947050550305","0.057566278610354044","0.10244485017627147","0.08706576398965163","0.018533499992399803","-0.12027818173607524","0.20973730162306137","-0.933668791435725","0.14963548670955812","0.3110195975482512","0.48111272694430085"
"MVZ165720","0.12366074096776064","0.20325342156695467","0.3062503543551634","0.36683548311012126","-0.12633925903223933","-0.046746578433045326","0.05625035435516343","0.11683548311012128","0.10017314546332826","0.014994837117133338","-0.12633925903223936","0.14858596420144377","-0.8950050746219775","0.1619293444221947","0.3204256255390762","0.5053570361289573"
"MVZ165729","0.11563812183275517","0.2096997611663853","0.311868896408836","0.3627932205920234","-0.1343618781672448","-0.04030023883361466","0.061868896408836","0.11279322059202346","0.0937502146375733","0.018117776700314194","-0.13436187816724482","0.1909024627683219","-0.9529555410485874","0.16483467742493704","0.30669911673116407","0.5374475126689793"
"MVZ165730","0.13098051171391195","0.20516380828200095","0.306215552042855","0.35764012796123207","-0.11901948828608803","-0.044836191717999026","0.056215552042855006","0.10764012796123208","0.09337229526790133","0.017545853456249205","-0.11901948828608805","0.1857467420187267","-0.8971273067141903","0.15228880815406814","0.3198820847473533","0.47607795314435214"
"MVZ1066","0.13036066309766142","0.20549541883952088","0.3033396437502034","0.36080427431261425","-0.11963933690233858","-0.04450458116047912","0.0533396437502034","0.1108042743126143","0.09510686211118434","0.014276342492612417","-0.11963933690233858","0.14899599752981474","-0.8937106441107221","0.1535014661494589","0.3207587699076808","0.47855734760935426"
"MVZ74244","0.12009522907635771","0.2033008242147724","0.3088666531964396","0.36773729351243023","-0.12990477092364228","-0.046699175785227566","0.05886665319643959","0.11773729351243027","0.10069636122102348","0.01650924227714251","-0.12990477092364228","0.1625049896098409","-0.9049570217593911","0.16518947228090597","0.3179049374137382","0.519619083694569"
"MVZ74245","0.12633659915556683","0.20363835722069523","0.30493301713878257","0.3650920264849553","-0.12366340084443316","-0.046361642779304796","0.05493301713878259","0.11509202648495535","0.09886977669937821","0.014543648733960544","-0.12366340084443317","0.14605161764653324","-0.8911293020055034","0.15899492813134858","0.3214268066494508","0.4946536033777326"
"MVZ74248","0.13138806616927007","0.20624198933823212","0.301063583165269","0.36130636132722876","-0.11861193383072993","-0.04375801066176788","0.05106358316526898","0.11130636132722885","0.09495714716454064","0.012225457521087774","-0.11861193383072993","0.12804273147988074","-0.8916940322925944","0.15243068082342742","0.321280236946815","0.47444773532291973"
"MVZ74249","0.12566870535129782","0.20323536395934622","0.30400340639746926","0.36709252429188677","-0.12433129464870218","-0.0467646360406538","0.05400340639746927","0.11709252429188673","0.10034160837903414","0.013321511526335228","-0.12433129464870218","0.13198973426280533","-0.8874977453608142","0.16032520659727884","0.322375004318658","0.49732517859480874"
"MVZ74251","0.12920565008031398","0.20281767135075243","0.30365839399710615","0.3643182845718275","-0.12079434991968602","-0.04718232864924754","0.053658393997106146","0.11431828457182741","0.0988985238845541","0.014206069415784598","-0.12079434991968602","0.14266699827156762","-0.8797253829270882","0.15676098177578934","0.32443773628488604","0.48317739967874407"
"MVZ74252","0.1320633891270981","0.20835651616130474","0.30292470104068675","0.3566553936709103","-0.11793661087290189","-0.04164348383869525","0.05292470104068674","0.10665539367091043","0.09081414483150949","0.014438233848016456","-0.11793661087290189","0.15766702031639887","-0.9085589551005235","0.14954837238269988","0.3170100685355996","0.4717464434916076"
"MVZ74253","0.1212171036489921","0.2080222587606908","0.30868031763982745","0.36208031995048967","-0.1287828963510079","-0.04197774123930923","0.058680317639827485","0.11208031995048967","0.09434091016936887","0.016708246132632894","-0.1287828963510079","0.17528737597467728","-0.9311734381271898","0.16051295029675336","0.31159601710475343","0.5151315854040315"
"MVZ74254","0.12432064596801445","0.20523550176716052","0.3071856774266967","0.36325817483812833","-0.12567935403198552","-0.044764498232839456","0.05718567742669671","0.11325817483812829","0.09676872920362874","0.016220208697164652","-0.12567935403198555","0.1660744358876118","-0.9079307993696518","0.15944460527644694","0.31716546942918744","0.5027174161279422"
"MVZ74255","0.13373466610904722","0.1990766437322503","0.29988913211317414","0.36729955804552833","-0.11626533389095278","-0.050923356267749714","0.049889132113174146","0.11729955804552833","0.10301507577786699","0.011809412431500061","-0.11626533389095278","0.11413945129493437","-0.8425093189771629","0.15578573722992642","0.3349789056126577","0.46506133556381113"
"MVZ74457","0.12504740128934394","0.20417758018704807","0.3073352038565374","0.3634398146670707","-0.12495259871065606","-0.04582241981295194","0.05733520385653743","0.11343981466707058","0.09752780244288613","0.01663575223391287","-0.12495259871065606","0.1689484284976654","-0.9010804444910369","0.15937870756871197","0.3188783370920001","0.4998103948426242"
"MVZ8090","0.1263467152396093","0.20486253946193425","0.3051069817532375","0.36368376354521886","-0.1236532847603907","-0.04513746053806581","0.05510698175323756","0.11368376354521896","0.09725773983206863","0.014731742647624693","-0.1236532847603907","0.15032842321567433","-0.8988006527426026","0.158007047408375","0.31945582301867953","0.4946131390415628"
"MVZ852","0.119155162395148","0.19392910539299887","0.3037706991835459","0.38314503302830716","-0.13084483760485197","-0.05607089460700111","0.05377069918354589","0.13314503302830719","0.11587061847847294","0.010771803055919174","-0.130844837604852","0.09269763127921257","-0.8438820341075288","0.17510683451967096","0.3345696278986739","0.523379350419408"
"MVZ853","0.12180316231263887","0.2027136311533946","0.3054604148482844","0.37002279168568214","-0.12819683768736112","-0.04728636884660541","0.055460414848284394","0.12002279168568215","0.10245551814937562","0.013500226512259354","-0.12819683768736112","0.1310119584638012","-0.89233907594251","0.16466274171220083","0.32111311145164634","0.5127873507494445"
"MVZ854","0.12743469303259522","0.20231534669912896","0.30035044514482356","0.3698995151234522","-0.12256530696740478","-0.047684653300870974","0.050350445144823584","0.11989951512345222","0.10262392540205707","0.01007133194906767","-0.12256530696740478","0.09782499309746319","-0.871361705268087","0.16017289491099748","0.32670928436868785","0.4902612278696192"
"MVZ855","0.12474581741295229","0.19807361491479103","0.30260885500065243","0.37457171267160433","-0.1252541825870477","-0.05192638508520896","0.05260885500065243","0.12457171267160426","0.10808257001901415","0.011516076242491992","-0.1252541825870477","0.10614839490710881","-0.8560643781415878","0.16584050231920872","0.33100791305702465","0.5010167303481908"
"MVZ961","0.13242603859312402","0.20905754195040838","0.30144628904750453","0.3570701304089631","-0.11757396140687598","-0.04094245804959163","0.05144628904750456","0.10707013040896307","0.09063882930800438","0.012998357077676798","-0.11757396140687598","0.14243711069035","-0.9091190879614979","0.14902345810626563","0.3168717297670945","0.470295845627504"
"MVZ966","0.1217993570299633","0.19727518008486952","0.3063810436139776","0.3745444192711896","-0.12820064297003667","-0.05272481991513049","0.056381043613977624","0.12454441927118955","0.10855479577446714","0.014475355406432888","-0.1282006429700367","0.13256404656075127","-0.86383891534012","0.16860926563421608","0.3287995709850375","0.5128025718801467"
"MVZ102733","0.1301439607116135","0.2063717675374823","0.3030415305598066","0.36044274119109765","-0.11985603928838649","-0.04362823246251768","0.053041530559806586","0.11044274119109763","0.09434881740628696","0.013883529841539401","-0.1198560392883865","0.14610255448517573","-0.8987064210287139","0.15316632103933633","0.3194797732945307","0.47942415715354597"
"MVZ102734","0.12400155068102452","0.2037966152753994","0.3047580718435234","0.3674437622000527","-0.12599844931897547","-0.04620338472460063","0.054758071843523354","0.11744376220005275","0.1002130019569175","0.013532526921664737","-0.12599844931897547","0.13422569053014277","-0.894490280129634","0.16155922838664824","0.3205579696811342","0.5039937972759019"
"MVZ163175","0.14124970530891853","0.22086266351858655","0.30358721994742355","0.33430041122507137","-0.10875029469108147","-0.02913733648141345","0.053587219947423555","0.08430041122507138","0.06946614986286517","0.018388794498587772","-0.10875029469108147","0.2587802552108228","-0.986887700823793","0.13034692299888936","0.29964728686289027","0.43500117876432587"
"MVZ163176","0.13336839335542475","0.20939686105572464","0.3073635096404729","0.3498712359483778","-0.11663160664457525","-0.040603138944275384","0.0573635096404729","0.09987123594837775","0.08602263510585814","0.019607690009626817","-0.11663160664457525","0.22410758910030493","-0.9231635431260978","0.14624392953748258","0.3134740524992259","0.466526426578301"
"MVZ163177","0.14321044964602536","0.21698401529620387","0.30153594359278274","0.33826959146498803","-0.10678955035397465","-0.03301598470379611","0.051535943592782775","0.088269591464988","0.07427194369324616","0.01690631517637727","-0.10678955035397464","0.22381364540009643","-0.9512071289843739","0.13117222715811383","0.30708113931400144","0.42715820141589855"
"MVZ163179","0.12452236209907278","0.20519397840699286","0.3109255405535491","0.3593581189403852","-0.12547763790092722","-0.04480602159300713","0.06092554055354908","0.1093581189403853","0.0944058702353823","0.020258249985797935","-0.12547763790092722","0.21138114622759832","-0.9149318673398871","0.1583272012023933","0.31544903906982","0.5019105516037089"
"MVZ163180","0.13968011644324713","0.2159861242652395","0.30159725163277706","0.34273650765873637","-0.11031988355675287","-0.034013875734760494","0.051597251632777064","0.09273650765873631","0.07761844100405142","0.015723180898842854","-0.11031988355675287","0.19986565261086953","-0.9481797591711357","0.13580249448906548","0.307747094428366","0.4412795342270115"
"MVZ163216","0.142781461837754","0.21896538957009026","0.3022898781074015","0.33596327048475416","-0.10721853816224598","-0.03103461042990974","0.05228987810740149","0.08596327048475423","0.07164627730695929","0.01755431339402599","-0.107218538162246","0.24028011664232723","-0.9681752033875741","0.13014283651561614","0.3034522731476727","0.42887415264898393"
"MVZ163217","0.13583924971171024","0.20740726105077534","0.3052827727263517","0.35147071651116274","-0.11416075028828976","-0.04259273894922471","0.0552827727263517","0.10147071651116275","0.08822048911503004","0.01827431487930011","-0.11416075028828976","0.20425493135498424","-0.9026882147971841","0.1454286154454762","0.31847332616119334","0.45664300115315903"
"MVZ163218","0.12967760080148097","0.21761113849015087","0.3093351690286501","0.3433760916797181","-0.12032239919851903","-0.0323888615098491","0.05933516902865012","0.09337609167971804","0.0770149907098628","0.02039405837355894","-0.12032239919851903","0.25886477598735647","-0.9859386909633756","0.1443076787973258","0.2998354416105717","0.4812895967940762"
"MVZ163219","0.1487179814533138","0.21201842635095952","0.29973212579170894","0.33953146640401766","-0.1012820185466862","-0.03798157364904045","0.04973212579170895","0.08953146640401773","0.07808547092026666","0.016940284021897938","-0.1012820185466862","0.21363486552039274","-0.9028572678860043","0.12900527614199997","0.3184308478274815","0.4051280741867448"
"MVZ163220","0.13459008188758198","0.2114434183690519","0.3059247982418563","0.34804170150150976","-0.11540991811241802","-0.03855658163094811","0.05592479824185634","0.0980417015015098","0.08364902335368701","0.018513638253221713","-0.11540991811241802","0.21781399055514997","-0.9322162346385325","0.14373365335964944","0.3113546385581046","0.4616396724496721"
"MVZ163234","0.13494140976334545","0.20714802323302828","0.306095066006875","0.35181550099675124","-0.11505859023665455","-0.042851976766971715","0.056095066006875034","0.10181550099675125","0.08859037572413822","0.0188184476518011","-0.11505859023665455","0.20930971261160983","-0.9039471473482394","0.14642700512615128","0.31815748138617383","0.4602343609466182"
"MVZ163237","0.12655493844267326","0.20476468273303738","0.31031944049226184","0.3583609383320275","-0.12344506155732672","-0.045235317266962595","0.060319440492261865","0.10836093833202748","0.09405811315490739","0.020334008048596912","-0.12344506155732674","0.21290908451132798","-0.9086530134047958","0.15652183156503743","0.31698682310662984","0.4937802462293069"
"MVZ163239","0.12421050960670221","0.2093887990171152","0.312920814531727","0.3534798768444556","-0.1257894903932978","-0.0406112009828848","0.06292081453172699","0.10347987684445559","0.08823740429116071","0.02226430112019733","-0.1257894903932978","0.24716354712284516","-0.9445019764883446","0.15525635096129925","0.3085638364458536","0.5031579615731911"
"MVZ163242","0.139429980082549","0.2145062347430963","0.304104015714845","0.34195976945950973","-0.110570019917451","-0.0354937652569037","0.05410401571484502","0.09195976945950969","0.0780490314923286","0.018293569162305057","-0.110570019917451","0.23022963634886656","-0.9434823286042863","0.1365724543754415","0.3087917829747234","0.442280079669804"
"MVZ163243","0.12570164009795642","0.21114621044612067","0.30934871256668584","0.35380343688923704","-0.12429835990204356","-0.038853789553879324","0.05934871256668585","0.10380343688923706","0.08735935322657766","0.019002709077341706","-0.12429835990204358","0.21418687533128933","-0.9472640012032382","0.15311055425013","0.3079496671774121","0.49719343960817425"
"MVZ163247","0.11668558501204099","0.19709160896857744","0.3144564300887665","0.3717663759306151","-0.13331441498795898","-0.05290839103142253","0.06445643008876652","0.12176637593061501","0.10696601249913823","0.021232604776313477","-0.133314414987959","0.19595149948281818","-0.8851677217155626","0.17223613029540194","0.32298857237410966","0.533257659951836"
"MVZ163249","0.13138472573781945","0.2166651883339003","0.3064770611396198","0.34547302478866043","-0.11861527426218055","-0.033334811666099674","0.05647706113961982","0.09547302478866043","0.07887836854650701","0.017966136978423607","-0.11861527426218055","0.2239495312897808","-0.9722363167820787","0.14357632949333388","0.3026092768962891","0.47446109704872225"
"MVZ163250","0.1369571134490973","0.21245856113706735","0.30802130098100794","0.34256302443282743","-0.1130428865509027","-0.03754143886293268","0.05802130098100794","0.09256302443282745","0.07967238708331868","0.02157418724288214","-0.1130428865509027","0.2644445199737889","-0.9401008047735923","0.1399708148811936","0.3095524609108539","0.4521715462036107"
"MVZ163251","0.11893168183594525","0.20722760517030867","0.31374138396256707","0.36009932903117897","-0.13106831816405473","-0.04277239482969127","0.06374138396256704","0.11009932903117897","0.09361442988969604","0.021268298976960382","-0.13106831816405473","0.22339830797439852","-0.93862701759884","0.16246509179297586","0.30988627547204545","0.5242732726562189"
"MVZ163254","0.1241312406776352","0.20723186777619942","0.3127070048709127","0.3559298866752526","-0.1258687593223648","-0.042768132223800624","0.06270700487091271","0.10592988667525274","0.09105856801635256","0.022009495929989548","-0.1258687593223648","0.2371584134024629","-0.9309704870301616","0.15690451011246404","0.31164307759364857","0.5034750372894592"
"MVZ149571","0.12803068496568124","0.20171911658245584","0.30510108589263457","0.3651491125592283","-0.12196931503431874","-0.04828088341754415","0.05510108589263456","0.11514911255922836","0.10008002470205007","0.015320862349413891","-0.12196931503431876","0.15190677976432293","-0.8779731159217713","0.15851578463179475","0.32490914740972526","0.48787726013727495"
"MVZ149572","0.14831337617110224","0.20687139032707663","0.2882726609128063","0.3565425725890148","-0.10168662382889776","-0.04312860967292335","0.03827266091280628","0.10654257258901484","0.0916545064352123","0.004642636465558361","-0.10168662382889776","0.05061040711819628","-0.8366026120737846","0.13697544337929138","0.3367587550398273","0.40674649531559104"
"MVZ58954","0.1262096062574932","0.1984658411393152","0.30396485131506895","0.3713597012881227","-0.1237903937425068","-0.05153415886068478","0.05396485131506894","0.12135970128812266","0.10587543425617327","0.013471855035373867","-0.1237903937425068","0.12656238257710253","-0.8592758826145845","0.1634477287696353","0.33008968593641175","0.4951615749700272"
